Num,Plaats,Datum,Time hh:mm:ss,Magnitude,Diepte_km,Easting,Northing,Province
345,Oldenzijl,23/12/2008,15:16:58,1.4,3,242978,602663,Groningen
346,Delfzijl,01/01/2009,09:35:46,1.2,3,255918,594792,Groningen
347,Loppersum,01/01/2009,16:54:46,1.7,3,247181,598623,Groningen
348,Westeremden,08/01/2009,01:17:01,1.7,3,243557,596551,Groningen
349,Westeremden,09/01/2009,20:16:58,1.9,3,243305,595767,Groningen
350,Marsum,15/01/2009,12:41:13,1,3,253899,595751,Groningen
351,Sappemeer,17/01/2009,06:05:03,1.1,3,249138,576843,Groningen
352,Westeremden,01/02/2009,04:23:24,2.2,3,245064,597915,Groningen
353,Appingedam,03/02/2009,06:53:52,1.2,3,254154,593085,Groningen
354,Garsthuizen,04/02/2009,12:23:50,1.7,3,245163,599698,Groningen
355,Delfzijl,05/02/2009,11:56:12,1.1,3,257322,594599,Groningen
356,Overschild,16/02/2009,09:24:55,1.4,3,249193,591092,Groningen
357,Tripscompagnie,23/02/2009,18:03:15,1,3,251563,572661,Groningen
358,Delfzijl,13/03/2009,14:33:32,1.2,3,255871,597017,Groningen
359,Hoeksmeer,27/03/2009,02:51:28,1,3,249838,592218,Groningen
360,Huizinge,14/04/2009,21:05:25,2.6,3,241099,596172,Groningen
361,t-Zandt',14/04/2009,23:35:02,0.9,3,247731,597743,Groningen
362,Appingedam,16/04/2009,17:12:15,2.6,3,252159,592821,Groningen
363,Wirdumerpolder,20/04/2009,14:42:51,1.5,3,249731,590880,Groningen
364,Harkstede,01/05/2009,14:13:01,1.2,3,244016,582534,Groningen
365,t-Zand',04/05/2009,11:31:16,1.8,3,247868,597523,Groningen
366,t-Zand',07/05/2009,01:20:23,1.4,3,247552,600077,Groningen
367,Winneweer,07/05/2009,03:42:12,1.6,3,244356,593004,Groningen
368,Lageland,07/05/2009,13:14:42,1.2,3,244153,585987,Groningen
369,Zeerijp,08/05/2009,05:23:11,3,3,246541,597275,Groningen
370,Kropswolde,08/05/2009,15:54:22,0.9,3,243847,573625,Groningen
371,Meedhuizen,26/05/2009,00:07:59,1.3,3,257850,591715,Groningen
372,Meedhuizen,26/05/2009,11:00:36,1.3,3,257688,593048,Groningen
373,Siddeburen,01/06/2009,02:32:25,0.9,3,254550,583631,Groningen
374,Overschild,15/06/2009,15:32:50,1,3,250086,589774,Groningen
375,Winneweer,05/07/2009,10:42:46,1.8,3,246174,592036,Groningen
376,Schildwolde,05/07/2009,18:52:42,1.2,3,251688,583127,Groningen
377,Wittewierum,22/07/2009,00:00:00,1.7,3,246877,590157,Groningen
378,Middelbert,19/08/2009,01:49:38,0.7,3,238122,583430,Groningen
379,Steendam,14/09/2009,00:32:51,1.3,3,252238,588927,Groningen
380,Eekwerderdraai,29/09/2009,02:23:10,1.6,3,249292,592875,Groningen
381,Hoogezand,18/11/2009,05:17:49,1.6,3,246048,574000,Groningen
382,Winneweer,20/11/2009,09:27:32,1.2,3,245612,593584,Groningen
383,Laskwerd,02/12/2009,08:53:31,1.1,3,251409,590357,Groningen
384,Wittewierum,04/12/2009,04:12:32,2.3,3,245423,589461,Groningen
385,Doekegat,07/12/2009,00:24:59,1.3,3,257029,608286,Groningen
386,Woudbloem,21/12/2009,04:55:28,1.5,3,245548,582785,Groningen
387,Garrelsweer,23/12/2009,18:38:25,1.5,3,246503,592265,Groningen
388,Woudbloem,25/12/2009,23:37:52,0.7,3,246009,583127,Groningen
389,Winneweer,09/01/2010,12:31:12,1.7,3,240057,598603,Groningen
390,Hoeksmeer,14/01/2010,17:12:22,1.2,3,250338,590558,Groningen
391,Froombosch,17/02/2010,15:55:01,1.2,3,248890,579287,Groningen
392,Overschild,19/02/2010,23:12:51,1.8,3,249348,589982,Groningen
393,Eenum,04/03/2010,19:59:57,1.4,3,248564,595978,Groningen
394,Froombosch,31/03/2010,15:15:02,2.4,3,247892,579045,Groningen
395,Middelstum,03/04/2010,11:50:56,1.4,3,239632,596257,Groningen
396,Eekwerderdraai,25/04/2010,00:46:00,1.6,3,249149,593318,Groningen
397,Zuidbroek,25/04/2010,13:13:17,1,3,252845,575469,Groningen
398,Spijk,03/05/2010,09:26:16,2.3,3,249664,601009,Groningen
399,Oosternieland,05/05/2010,03:38:03,1.6,3,247299,602856,Groningen
400,Waddenzee,07/05/2010,08:26:35,2.5,3,236626,612346,Groningen
401,Tjuchem,08/05/2010,23:36:07,1,3,253572,588954,Groningen
402,Wagenborgen,09/05/2010,17:05:09,1.7,3,257781,585591,Groningen
403,Tjuchem,21/05/2010,02:34:09,0.9,3,253899,589295,Groningen
404,Schildwolde,26/05/2010,12:53:59,0.9,3,251534,584126,Groningen
405,Lageland,30/05/2010,18:58:36,1.5,3,241180,584263,Groningen
406,Lageland,30/05/2010,18:58:57,1.2,3,241180,584263,Groningen
407,Noordbroek,08/06/2010,02:20:28,1,3,252550,580139,Groningen
408,Hoogezand,09/06/2010,19:19:22,2,3,247775,578152,Groningen
409,Middelbert,10/06/2010,19:57:35,1.1,3,239467,582897,Groningen
410,Krewerd,16/06/2010,01:07:57,1.5,3,252590,597840,Groningen
411,Luddeweer,21/06/2010,00:40:07,1.3,3,245629,585569,Groningen
412,Groningen,21/06/2010,04:02:58,1.5,3,237346,581969,Groningen
413,Schildwolde,04/07/2010,01:58:04,0.8,3,249296,585862,Groningen
414,Woltersum,24/07/2010,00:46:43,1.8,3,244897,589006,Groningen
415,Uithuizermeeden,14/08/2010,07:43:20,2.5,3,242513,602654,Groningen
416,Slochteren,29/08/2010,18:13:30,1.6,3,251258,581226,Groningen
417,Zandeweer,31/08/2010,17:54:56,1.4,3,241237,599626,Groningen
418,Schildwolde,03/09/2010,10:54:04,1,3,250216,583209,Groningen
419,Slochteren,06/10/2010,20:22:23,0.9,3,247698,582158,Groningen
420,Kolham,22/10/2010,19:31:11,1,3,244905,577875,Groningen
421,Appingedam,31/10/2010,14:46:38,1,3,253961,592747,Groningen
422,Westeremden,15/11/2010,11:42:45,1.4,3,242625,596534,Groningen
423,Delfzijl,24/11/2010,04:10:25,0.6,3,259567,589415,Groningen
424,Warfum,02/12/2010,13:44:39,1.2,3,234296,604737,Groningen
425,Appingedam,07/12/2010,14:42:50,1.2,3,253292,592844,Groningen
426,Winneweer,08/12/2010,15:02:05,1.1,3,244820,593124,Groningen
427,Termunterzijl,30/12/2010,09:56:58,0.9,3,262767,595497,Groningen
428,Hoeksmeer,06/01/2011,06:17:36,1.3,3,247866,590733,Groningen
429,Nieuwolda,07/01/2011,21:34:37,1.7,3,260456,585426,Groningen
430,Westerwijtwerd,19/01/2011,19:39:31,2.4,3,238819,593238,Groningen
431,Hoogezand,22/01/2011,09:28:17,1.1,3,249013,576395,Groningen
432,Lellens,28/01/2011,15:07:02,1.5,3,243320,591315,Groningen
433,Kroddeburen,30/01/2011,09:28:04,1.4,3,243985,591438,Groningen
434,Luddeweer,08/02/2011,04:16:25,1.3,3,246812,586594,Groningen
435,Appingedam,11/03/2011,04:32:41,1.4,3,253473,587282,Groningen
436,Overschild,13/03/2011,20:16:10,1.5,3,247584,588055,Groningen
437,Achterdiep,14/03/2011,20:02:45,0.8,3,250262,577533,Groningen
438,Schildwolde,26/03/2011,02:31:48,1.2,3,250626,586111,Groningen
439,Loppersum,26/03/2011,20:45:54,1.5,3,244583,595123,Groningen
440,Sappemeer,28/03/2011,03:14:48,2,3,249811,576633,Groningen
441,Eemshaven,08/04/2011,01:04:59,1.3,3,251727,607619,Groningen
442,Overschild,13/04/2011,20:28:22,0.9,3,249215,589980,Groningen
443,Slochteren,15/04/2011,04:38:53,1.5,3,251879,580236,Groningen
444,Tussenklappen,24/04/2011,06:40:08,0.5,3,253048,575362,Groningen
445,Steendam,28/04/2011,02:41:04,1.4,3,252422,589710,Groningen
446,Winneweer,28/04/2011,08:48:41,1.4,3,244298,592557,Groningen
447,Meeden,02/05/2011,23:44:10,1.2,3,258736,572253,Groningen
448,Scheemda,05/05/2011,00:04:18,0.8,3,258289,577475,Groningen
449,Wirdum,07/05/2011,12:44:10,1.1,3,247262,594394,Groningen
450,Overschild,08/05/2011,13:40:23,0.9,3,249370,588869,Groningen
451,Holwierde,10/05/2011,03:38:15,1,3,253274,596963,Groningen
452,Klein Harkstede,10/05/2011,17:20:11,1.2,3,239805,582680,Groningen
453,Froombosch,12/05/2011,16:44:29,1.8,3,246545,579575,Groningen
454,Hellum,12/05/2011,16:51:05,1.1,3,251191,584564,Groningen
455,Garrelsweer,18/05/2011,00:02:26,0.8,3,247146,593502,Groningen
456,Siddeburen,18/05/2011,17:48:25,1.9,3,252306,585588,Groningen
457,Bocht van Watum,19/05/2011,00:09:04,0.9,3,255104,605017,Groningen
458,Krewerd,19/05/2011,18:16:04,1.2,3,251922,597937,Groningen
459,Kolhol,19/05/2011,19:41:52,1.4,3,247449,601968,Groningen
460,Sappemeer,23/05/2011,05:15:13,0.9,3,250709,575204,Groningen
461,Overschild,23/05/2011,07:49:31,1.2,3,247053,587934,Groningen
462,Oosternieland,26/05/2011,15:56:08,1.9,3,247293,603190,Groningen
463,Waterhuizen,27/05/2011,23:04:12,1.7,3,239219,577995,Groningen
464,Garsthuizen,02/06/2011,00:19:40,1,3,244830,599692,Groningen
465,Steendam,02/06/2011,16:43:17,0.8,3,250713,588451,Groningen
466,Haren,05/06/2011,09:40:30,1.5,3,236891,577287,Groningen
467,Rottumerplaat,05/06/2011,23:08:37,1.4,3,227812,615655,Groningen
468,Thesinge,10/06/2011,00:59:00,1,3,239046,587898,Groningen
469,Noordbroek,18/06/2011,15:42:19,1.3,3,252416,580136,Groningen
470,Wirdum,23/06/2011,09:14:46,1.7,3,247477,593619,Groningen
471,Westeremden,24/06/2011,00:49:47,1.1,3,244733,597797,Groningen
472,Wittewierum,27/06/2011,04:10:28,1,3,245420,589573,Groningen
473,Garrelsweer,27/06/2011,15:48:09,3.2,3,248316,591632,Groningen
474,Appingedam,27/06/2011,16:27:36,1.4,3,247666,590729,Groningen
475,Appingedam,27/06/2011,22:55:34,1.1,3,249311,591874,Groningen
476,Slochteren,23/07/2011,19:14:19,1.2,3,247638,585274,Groningen
477,Tjuchem,27/07/2011,00:17:14,1.2,3,254556,589753,Groningen
478,Schaapbulten,27/07/2011,17:44:22,1.2,3,259422,589968,Groningen
479,Zandeweer,27/07/2011,18:42:09,1.1,3,239818,600825,Groningen
480,Loppersum,29/07/2011,22:48:33,1.8,3,244312,595341,Groningen
481,Godlinze,01/08/2011,11:20:05,0.9,3,248907,598879,Groningen
482,Hoeksmeer,17/08/2011,21:18:04,1,3,248316,591632,Groningen
483,Woltersum,18/08/2011,21:44:40,1.3,3,244762,589115,Groningen
484,Noordwolde,20/08/2011,09:39:42,1.5,3,237563,588763,Groningen
485,Sappemeer,23/08/2011,15:08:00,1.6,3,250614,576649,Groningen
486,Garsthuizen,31/08/2011,04:51:40,1.1,3,241915,598970,Groningen
487,Uithuizen,31/08/2011,06:23:57,2.5,3,241366,607198,Groningen
488,Stedum,04/09/2011,13:00:56,0.8,3,241024,592943,Groningen
489,Oosterwijtwerd,06/09/2011,21:48:10,2.5,3,249441,595439,Groningen
490,Woltersum,07/09/2011,04:14:57,1.5,3,246792,587595,Groningen
491,Eekwerderdraai,15/09/2011,00:20:29,1.6,3,250671,593905,Groningen
492,Westeremden,25/09/2011,00:49:10,1,3,244290,596565,Groningen
493,Garsthuizen,25/09/2011,12:59:01,2,3,244258,598234,Groningen
494,Siddeburen,08/10/2011,00:47:42,1.9,3,253411,587058,Groningen
495,Ten Boer,09/10/2011,21:43:14,1.5,3,240027,589029,Groningen
496,Farmsum,24/10/2011,17:27:27,1.3,3,260149,593324,Groningen
497,Oosterwijtwerd,04/11/2011,18:02:12,1.5,3,249628,596110,Groningen
498,Harkstede,06/11/2011,05:37:42,0.7,3,241471,582932,Groningen
499,Garmerwolde,07/11/2011,19:26:31,1.2,3,241631,585162,Groningen
500,Nieuwolda,09/11/2011,15:08:52,1.6,3,259831,586526,Groningen
501,Weiwerd,15/11/2011,08:14:11,1.5,3,260341,590656,Groningen
502,Froombosch,18/11/2011,21:27:20,0.2,3,247590,580820,Groningen
503,Appingedam,27/11/2011,05:00:00,1.7,3,250627,592791,Groningen
504,Lakswerd,04/12/2011,15:34:52,1.3,3,250871,590569,Groningen
505,Tripscompagnie,20/12/2011,21:35:39,0.9,3,250665,574090,Groningen
506,Engelbert,23/12/2011,11:37:17,1.1,3,237842,580308,Groningen
507,Middelstum,30/12/2011,06:20:12,2.2,3,239554,596924,Groningen
508,Middelstum,06/01/2012,17:13:53,1.9,3,240206,597715,Groningen
509,Thesinge,07/01/2012,06:57:12,1.6,3,237796,586875,Groningen
510,Wirdum,16/01/2012,21:11:00,1.3,3,248681,593420,Groningen
511,Zevenhuizen,21/01/2012,00:07:26,1.1,3,241449,584156,Groningen
512,Winneweer,24/01/2012,11:35:38,1.3,3,246157,592926,Groningen
513,Nieuwe Pekela,27/01/2012,06:18:32,1.6,3,260869,569628,Groningen
514,Zeerijp,28/01/2012,13:42:59,0.9,3,246219,596712,Groningen
515,Lellens,30/01/2012,09:06:24,1.5,3,245533,590688,Groningen
516,Tjuchem,31/01/2012,19:37:06,1.4,3,254016,590076,Groningen
517,Sappemeer,01/02/2012,00:42:38,0.9,3,249704,575295,Groningen
518,Westeremden,04/02/2012,09:56:22,1.8,3,243871,597559,Groningen
519,Eenum,05/02/2012,16:53:38,1.4,3,248659,594533,Groningen
520,Meedhuizen,05/02/2012,16:58:44,1.5,3,256045,588783,Groningen
521,Tjuchem,07/02/2012,00:19:03,1.4,3,253733,590850,Groningen
522,Stedum,16/02/2012,00:05:59,1.9,3,241975,591958,Groningen
523,Westeremden,17/02/2012,08:08:44,1.7,3,242937,597653,Groningen
524,Siddeburen,19/02/2012,18:57:10,1.8,3,254083,586849,Groningen
525,Garmerwolde,04/03/2012,17:29:39,0.9,3,238170,584544,Groningen
526,Hellum,07/03/2012,09:51:16,1.3,3,254817,583636,Groningen
527,Garrelsweer,07/03/2012,17:22:26,1,3,250871,590569,Groningen
528,Overschild,08/03/2012,03:54:56,0.5,3,249134,587306,Groningen
529,Sappemeer,08/03/2012,11:03:37,1,3,248474,576607,Groningen
530,Meedhuizen,18/03/2012,18:28:27,0.9,3,255981,591787,Groningen
531,Woudbloem,23/03/2012,03:46:56,0.4,3,245912,581233,Groningen
532,Winneweer,27/03/2012,14:40:11,1,3,244829,592678,Groningen
533,Wagenborgen,31/03/2012,02:58:03,1.6,3,257109,585799,Groningen
534,Tjuchem,04/04/2012,21:16:33,1.7,3,254016,590076,Groningen
535,Garrelsweer,07/04/2012,02:25:47,1.5,3,249066,590756,Groningen
536,Steendam,13/04/2012,01:14:49,0.7,3,251809,587026,Groningen
537,Uithuizen(Wad),14/04/2012,20:39:28,0.9,3,241811,611993,Groningen
538,Wirdum,16/04/2012,21:01:47,1.1,3,248303,592300,Groningen
539,Loppersum,18/04/2012,12:07:05,1.2,3,244637,595792,Groningen
540,Krewerd,21/04/2012,21:39:11,0.3,3,251272,597145,Groningen
541,Sappemeer,25/04/2012,17:25:24,2,3,250658,577763,Groningen
542,Steendam,06/05/2012,04:23:33,0.8,3,250782,588341,Groningen
543,Siddeburen,10/05/2012,21:07:21,0.8,3,254511,585522,Groningen
544,Appingedam,11/05/2012,00:23:25,0.9,3,254783,594879,Groningen
545,Appingedam,13/05/2012,16:22:44,0.9,3,251526,591139,Groningen
546,Siddeburen,15/05/2012,14:10:52,0.8,3,255507,585766,Groningen
547,Siddeburen,17/05/2012,02:54:19,0.9,3,252773,585598,Groningen
548,Huizinge,24/05/2012,15:52:39,1.5,3,240406,597718,Groningen
549,Overschild,28/05/2012,07:41:37,0.6,3,250237,588887,Groningen
550,Sappemeer,02/06/2012,01:12:22,0.7,3,250578,578429,Groningen
551,Kolham,08/06/2012,05:54:32,0.9,3,246771,578244,Groningen
552,Wagenborgen,14/06/2012,03:05:08,1.7,3,257431,586363,Groningen
553,Siddeburen,15/06/2012,05:23:37,1.5,3,253512,585390,Groningen
554,Wirdum,21/06/2012,08:01:36,1.7,3,248008,593741,Groningen
555,Oosterwijtwerd,21/06/2012,23:44:22,1.1,3,250014,593446,Groningen
556,Lellens,22/06/2012,13:31:43,1.4,3,246197,590812,Groningen
557,Lellens,22/06/2012,15:10:28,0.8,3,246077,590142,Groningen
558,Zuidbroek,27/06/2012,00:31:57,0.5,3,252859,574802,Groningen
559,Zuidbroek,27/06/2012,00:39:12,0.3,3,252992,574804,Groningen
560,Overschild,03/07/2012,16:55:05,1.1,3,247122,587824,Groningen
561,Overschild,07/07/2012,00:13:05,0.8,3,249213,590091,Groningen
562,Eenum,07/07/2012,00:28:08,0.7,3,247323,594730,Groningen
563,Steendam,12/07/2012,17:02:02,1,3,252572,588933,Groningen
564,Wirdum,16/07/2012,20:21:29,0.6,3,247015,593388,Groningen
565,Sappemeer,19/07/2012,12:42:57,0.9,3,249591,577631,Groningen
566,Garrelsweer,25/07/2012,18:12:15,0.8,3,250738,590566,Groningen
567,Stedum,27/07/2012,17:12:53,1.2,3,241159,592834,Groningen
568,Westeremden,30/07/2012,11:36:46,1.3,3,244439,595677,Groningen
569,Wirdum,30/07/2012,13:14:11,1,3,248272,593857,Groningen
570,Hoogezand,30/07/2012,21:09:02,0.5,3,248321,577606,Groningen
571,Eenum,01/08/2012,03:24:11,0.7,3,249117,594987,Groningen
572,Harkstede,08/08/2012,14:11:23,0.8,3,240699,581249,Groningen
573,Haren,09/08/2012,23:23:49,1.5,3,236944,578067,Groningen
574,Garrelsweer,14/08/2012,03:01:59,1,3,248178,591852,Groningen
575,Leermens,15/08/2012,19:17:36,2.4,3,249406,597219,Groningen
576,Zeerijp,16/08/2012,07:54:51,1.2,3,245858,598153,Groningen
577,Huizinge,16/08/2012,20:30:33,3.6,3,240567,596163,Groningen
578,Middelstum,17/08/2012,00:26:41,0.6,3,239272,597810,Groningen
579,Siddeburen,17/08/2012,06:34:52,0.8,3,255866,584549,Groningen
580,Appingedam,23/08/2012,21:06:49,0.7,3,251389,591359,Groningen
581,Appingedam,28/08/2012,23:27:17,0.9,3,251504,592252,Groningen
582,Middelstum,23/09/2012,04:54:19,0.9,3,238767,596242,Groningen
583,Schildwolde,28/09/2012,10:32:23,1.2,3,251369,582341,Groningen
584,Woudbloem,30/09/2012,01:09:22,0.6,3,246183,581016,Groningen
585,Steendam,13/10/2012,22:36:46,0.9,3,252569,589045,Groningen
586,Wirdum,23/10/2012,17:05:29,1.3,3,247632,592509,Groningen
587,Garmerwolde,27/10/2012,10:55:23,1,3,236838,584298,Groningen
588,Garrelsweer,30/10/2012,21:05:10,0.7,3,246729,590933,Groningen
589,Oldenzijl,13/11/2012,16:47:51,1,3,241971,603201,Groningen
590,Steendam,14/11/2012,13:45:00,0.9,3,251771,588917,Groningen
591,Overschild,17/11/2012,07:57:39,1.1,3,248544,590189,Groningen
592,Tjuchem,18/11/2012,01:18:06,0.7,3,255253,588321,Groningen
593,Appingedam,22/11/2012,22:20:11,1.1,3,253821,593078,Groningen
594,Froombosch,27/11/2012,20:01:11,1.4,3,248385,581169,Groningen
595,Schildwolde,27/11/2012,20:02:59,0.5,3,249676,583532,Groningen
596,Steendam,30/11/2012,16:17:50,1,3,251476,587019,Groningen
597,Steendam,30/11/2012,16:17:53,1.1,3,251291,586236,Groningen
598,Steendam,30/11/2012,20:02:03,0.9,3,252263,587703,Groningen
599,Loppersum,17/12/2012,09:13:57,1.2,3,244475,593785,Groningen
600,Zuidbroek,20/12/2012,20:25:20,0.6,3,253152,576811,Groningen
601,t Zandt',25/12/2012,20:36:29,1.2,3,247889,599861,Groningen
602,Garrelsweer,05/01/2013,04:08:41,0.9,3,250709,592013,Groningen
603,Delfzijl,11/01/2013,12:51:47,1.4,3,259743,596655,Groningen
604,Usquert,11/01/2013,22:36:50,1.8,3,235788,602981,Groningen
605,Steendam,11/01/2013,22:38:57,0.8,3,252734,587490,Groningen
606,Zuidbroek,12/01/2013,01:28:24,0.5,3,254291,576723,Groningen
607,Krewerd,12/01/2013,16:24:40,0.9,3,253219,596405,Groningen
608,Steendam,12/01/2013,22:37:32,0.9,3,252583,588377,Groningen
609,Zandeweer,18/01/2013,16:44:00,1.2,3,239880,601049,Groningen
610,Overschild,19/01/2013,20:10:06,2.4,3,248555,589633,Groningen
611,Froombosch,27/01/2013,08:49:38,1.2,3,247633,578594,Groningen
612,Meedhuizen,28/01/2013,17:43:53,1.5,3,256714,588685,Groningen
613,Lageland,03/02/2013,14:13:24,1.4,3,242865,583403,Groningen
614,Froombosch,04/02/2013,04:20:40,0.9,3,248735,580397,Groningen
615,Garmerwolde,05/02/2013,14:53:08,1.5,3,238874,582441,Groningen
616,Zandeweer,07/02/2013,22:31:58,2.7,3,240174,599495,Groningen
617,Zandeweer,07/02/2013,23:19:08,3.2,3,240146,601053,Groningen
618,t Zandt',09/02/2013,05:26:10,2.7,3,246249,598605,Groningen
619,Tjuchem,10/02/2013,08:15:08,1.5,3,252880,590164,Groningen
620,Tjuchem,10/02/2013,08:16:41,1.1,3,254407,590530,Groningen
621,Garrelsweer,11/02/2013,06:08:52,2,3,248062,590959,Groningen
622,Garrelsweer,11/02/2013,08:07:08,1.8,3,247073,590383,Groningen
623,Woudbloem,11/02/2013,12:01:45,1.8,3,246563,582136,Groningen
624,Losdorp,13/02/2013,05:16:46,1.8,3,252035,598942,Groningen
625,Wirdum,15/02/2013,14:28:42,2,3,248814,593423,Groningen
626,Borgsweer,16/02/2013,04:06:31,0.8,3,261985,594700,Groningen
627,Steendam,16/02/2013,07:42:50,0.8,3,251496,586017,Groningen
628,Nieuwolda,18/02/2013,00:06:46,1.9,3,260805,587772,Groningen
629,Leermens,18/02/2013,05:54:00,0.7,3,247883,596744,Groningen
630,t Zandt',21/02/2013,21:14:08,0.7,3,245920,598376,Groningen
631,Garrelsweer,25/02/2013,01:36:40,1,3,247982,591625,Groningen
632,Froombosch,27/02/2013,23:49:13,0.4,3,247256,580814,Groningen
633,Westerwijtwerd,02/03/2013,05:31:14,0.9,3,238988,595022,Groningen
634,Steendam,13/03/2013,01:57:10,0.8,3,251222,589685,Groningen
635,Farmsum,14/03/2013,03:09:18,1,3,258619,593179,Groningen
636,Eemshaven,16/03/2013,13:06:53,2,3,248277,610667,Groningen
637,Lageland,29/03/2013,14:28:06,0.9,3,243793,583754,Groningen
638,Hellum,02/04/2013,13:49:15,1.1,3,254165,582843,Groningen
639,Garsthuizen,15/04/2013,22:56:03,0.9,3,245032,599584,Groningen
640,Sappemeer,23/04/2013,12:31:42,0.6,3,249501,575403,Groningen
641,Sappemeer,23/04/2013,18:51:36,0.5,3,248994,577396,Groningen
642,Zeerijp,27/04/2013,21:12:24,1,3,246435,595826,Groningen
643,Loppersum,28/04/2013,18:18:03,1.3,3,244664,594345,Groningen
644,Zevenhuizen,29/04/2013,20:32:18,0.8,3,239996,583240,Groningen
645,Woltersum,30/04/2013,15:28:00,0.7,3,244910,588339,Groningen
646,Garmerwolde,01/05/2013,04:07:29,0.9,3,238429,584994,Groningen
647,Eenum,02/05/2013,21:11:08,0.7,3,248646,595201,Groningen
648,Steendam,10/05/2013,04:25:24,1.4,3,252815,586823,Groningen
649,Wagenborgen,13/05/2013,03:46:56,1.1,3,257447,585584,Groningen
650,Appingedam,19/05/2013,12:15:16,0.8,3,253055,591392,Groningen
651,Hoogezand,22/05/2013,08:35:18,1.2,3,247920,577598,Groningen
652,Overschild,22/05/2013,11:38:07,1.2,3,250017,589884,Groningen
653,Stedum,24/05/2013,11:10:02,1.2,3,242795,594533,Groningen
654,Harkstede,25/05/2013,14:07:51,1.1,3,242199,583279,Groningen
655,Stedum,25/05/2013,16:18:29,1,3,243326,594654,Groningen
656,Usquert,25/05/2013,16:44:39,0.9,3,236313,603436,Groningen
657,Steendam,30/05/2013,23:51:13,1.2,3,251762,589362,Groningen
658,Steendam,31/05/2013,01:40:24,1,3,251771,588917,Groningen
659,Appingedam,03/06/2013,18:07:36,1.2,3,253614,593408,Groningen
660,Garrelsweer,05/06/2013,17:51:28,0.7,3,247873,590399,Groningen
661,Garmerwolde,05/06/2013,22:10:56,0.9,3,238433,584771,Groningen
662,Borgsweer,07/06/2013,06:33:49,1.3,3,261563,589681,Groningen
663,Harkstede,08/06/2013,23:21:35,0.7,3,242841,581065,Groningen
664,Oosterwijtwerd,14/06/2013,22:20:12,0.7,3,251346,593473,Groningen
665,Hellum,14/06/2013,22:36:04,0.6,3,254149,583622,Groningen
666,Lageland,18/06/2013,21:39:20,0.7,3,244000,583424,Groningen
667,Appingedam,23/06/2013,09:21:18,1.1,3,253655,591405,Groningen
668,Westerwijtwerd,27/06/2013,20:45:03,1.3,3,238662,594571,Groningen
669,Schildwolde,30/06/2013,01:27:48,0.8,3,250550,583216,Groningen
670,Winneweer,30/06/2013,21:55:11,0.8,3,246353,593153,Groningen
671,Loppersum,30/06/2013,22:52:10,0.7,3,246001,594148,Groningen
672,Garrelsweer,02/07/2013,23:03:55,3,3,248202,590628,Groningen
673,Toornwerd,03/07/2013,05:10:41,0.9,3,238216,597234,Groningen
674,Appingedam,13/07/2013,13:23:12,0.9,3,253782,594970,Groningen
675,Eenum,14/07/2013,21:01:59,1.1,3,248118,594968,Groningen
676,Oosterwijtwerd,20/07/2013,03:33:13,2.4,3,249338,593878,Groningen
677,Wirdum,20/07/2013,05:05:18,1.9,3,247473,593842,Groningen
678,Steendam,21/07/2013,02:44:47,1.3,3,251258,587905,Groningen
679,Overschild,21/07/2013,08:29:57,0.7,3,247750,589840,Groningen
680,Garmerwolde,26/07/2013,15:36:18,0.9,3,238500,584772,Groningen
681,Slochteren,30/07/2013,18:23:40,0.7,3,251245,581894,Groningen
682,Harkstede,31/07/2013,11:01:09,1,3,243885,582420,Groningen
683,Hoogezand,07/08/2013,01:13:46,0.6,3,248250,577827,Groningen
684,Overschild,07/08/2013,22:52:44,0.9,3,249470,587202,Groningen
685,Schildwolde,08/08/2013,15:08:56,1,3,249151,586416,Groningen
686,Garmerwolde,14/08/2013,13:17:42,1.1,3,239520,583677,Groningen
687,Lageland,16/08/2013,11:35:02,2.1,3,242436,584953,Groningen
