Num,Plaats,Datum,Time hh:mm:ss,Magnitude,Diepte_km,Easting,Northing,Province
688,Overschild,21/08/2013,15:50:11,0.9,3,248770,588858,Groningen
689,Wirdum,25/08/2013,02:06:04,1.3,3,247494,592729,Groningen
690,Appingedam,27/08/2013,05:05:48,1.1,3,253520,591513,Groningen
691,Westeremden,01/09/2013,13:04:37,1.5,3,243434,595992,Groningen
692,Zeerijp,04/09/2013,01:33:32,2.8,3,247228,596175,Groningen
693,Steendam,18/09/2013,03:42:25,0.9,3,251207,590464,Groningen
694,Zevenhuizen,22/09/2013,02:25:53,1.7,3,240298,585026,Groningen
695,Zevenhuizen,22/09/2013,02:44:18,1,3,241291,585489,Groningen
696,Zevenhuizen,22/09/2013,14:50:19,1.6,3,240649,584031,Groningen
697,Overschild,25/09/2013,07:16:11,1.1,3,248346,590074,Groningen
698,Tjuchem,25/09/2013,19:55:34,1.2,3,253363,589395,Groningen
699,Eppenhuizen,28/09/2013,02:20:41,1.9,3,244150,600458,Groningen
700,Garmerwolde,29/09/2013,18:11:30,1.3,3,239157,585340,Groningen
701,Harkstede,30/09/2013,14:56:35,1.2,3,243683,582527,Groningen
702,Harkstede,01/10/2013,00:59:51,1.1,3,243820,582307,Groningen
703,Lageland,01/10/2013,21:49:51,1.2,3,243528,583638,Groningen
704,Wirdum,02/10/2013,08:57:44,1.4,3,248296,592633,Groningen
705,Wirdum,02/10/2013,20:24:26,1.9,3,248619,593196,Groningen
706,Borgsweer,02/10/2013,22:32:21,0.9,3,263385,591726,Groningen
707,Wirdum,03/10/2013,00:42:21,1.2,3,247625,592843,Groningen
708,Garsthuizen,10/10/2013,18:31:05,1.5,3,243246,598994,Groningen
709,Woltersum,23/10/2013,00:59:46,1.1,3,244801,587001,Groningen
710,Siddeburen,23/10/2013,23:57:37,1.1,3,253487,586614,Groningen
711,Tjuchem,07/11/2013,01:23:00,1.5,3,254432,589306,Groningen
712,Garrelsweer,10/11/2013,01:47:40,1.2,3,247327,591056,Groningen
713,Stedum,15/11/2013,17:46:36,1.6,3,243486,593210,Groningen
714,Loppersum,18/11/2013,13:31:02,1.4,3,245609,593695,Groningen
715,Appingedam,26/11/2013,23:54:53,2,3,252128,594379,Groningen
716,Lageland,06/12/2013,08:12:24,1.3,3,244342,582985,Groningen
717,Meedhuizen,08/12/2013,03:32:48,1.1,3,257364,589479,Groningen
718,Slochteren,20/12/2013,05:12:37,1.3,3,250915,581664,Groningen
719,Schildwolde,22/12/2013,21:51:44,1,3,250210,583543,Groningen
720,Huizinge,23/12/2013,00:48:12,1.2,3,241892,596521,Groningen
721,Woudbloem,02/01/2014,04:00:06,1.4,3,246388,580797,Groningen
722,Garmerwolde,04/01/2014,23:38:42,1.1,3,239126,583336,Groningen
723,Bedum,09/01/2014,00:49:35,1.1,3,234362,592717,Groningen
724,Garrelsweer,12/01/2014,23:33:00,0.9,3,247200,590720,Groningen
725,Nieuwolda,16/01/2014,19:48:32,1.2,3,260778,588996,Groningen
726,Zuidwolde,21/01/2014,01:12:05,1,3,233776,587809,Groningen
727,Garsthuizen,23/01/2014,03:50:26,0.6,3,244828,599803,Groningen
728,Noordbroek,23/01/2014,16:18:10,1.1,3,255262,578302,Groningen
729,Zevenhuizen,26/01/2014,14:21:17,1.5,3,241184,584040,Groningen
730,Loppersum,03/02/2014,06:30:48,1.5,3,246250,595043,Groningen
731,Luddeweer,05/02/2014,18:11:34,0.9,3,248430,585734,Groningen
732,Froombosch,06/02/2014,21:39:09,1.3,3,248437,578499,Groningen
733,Meedhuizen,11/02/2014,01:18:13,0.8,3,259403,590858,Groningen
734,Leermens,13/02/2014,02:13:14,3,3,247866,597634,Groningen
735,Winneweer,17/02/2014,04:54:12,0.8,3,245314,591686,Groningen
736,Westerwijtwerd,18/02/2014,05:03:32,1.7,3,239916,595261,Groningen
737,Woltersum,28/02/2014,04:38:52,1.2,3,245900,588914,Groningen
738,Zeerijp,10/03/2014,03:39:10,0.9,3,246947,596949,Groningen
739,Froombosch,11/03/2014,09:05:33,1.1,3,250750,579880,Groningen
740,Schildwolde,11/03/2014,09:08:23,2.3,3,250815,583332,Groningen
741,Waterhuizen,14/03/2014,03:59:28,0.8,3,239497,581228,Groningen
742,Appingedam,14/03/2014,22:25:15,1,3,251033,592465,Groningen
743,Appingedam,15/03/2014,19:09:24,1.9,3,254041,592081,Groningen
744,Rottum,18/03/2014,21:15:18,2.1,3,236885,601108,Groningen
745,Slochteren,21/03/2014,16:22:29,1.1,3,251258,581226,Groningen
746,Sappemeer,23/03/2014,10:28:48,1.6,3,249348,576401,Groningen
747,Siddeburen,27/03/2014,08:25:18,1.4,3,253482,586837,Groningen
748,Eemshaven,28/03/2014,21:28:13,1.3,3,246007,611292,Groningen
749,Borgsweer,30/03/2014,20:58:47,1.4,3,262099,589582,Groningen
750,Zevenhuizen,31/03/2014,19:01:17,0.7,3,240779,584256,Groningen
751,Sappemeer,02/04/2014,05:47:36,1.1,3,250027,575858,Groningen
752,Sappemeer,02/04/2014,05:48:51,1.2,3,249622,576073,Groningen
753,Sappemeer,03/04/2014,01:27:41,1,3,250589,577873,Groningen
754,Zevenhuizen,04/04/2014,07:39:00,1.2,3,240422,585585,Groningen
755,Meedhuizen,09/04/2014,04:43:43,1.1,3,256139,587449,Groningen
756,Loppersum,17/04/2014,20:18:35,1.3,3,244000,594222,Groningen
757,Zeerijp,20/04/2014,08:36:03,1.4,3,245282,596917,Groningen
758,Schildwolde,26/04/2014,08:50:55,1.3,3,250194,584322,Groningen
759,Westerbroek,27/04/2014,21:49:25,0.5,3,242892,578283,Groningen
760,Woudbloem,12/05/2014,22:18:23,1.3,3,244839,581436,Groningen
761,Westerwijtwerd,13/05/2014,18:16:05,1.4,3,238459,594790,Groningen
762,Kolham,17/05/2014,02:35:04,1.6,3,245749,579226,Groningen
763,Meedhuizen,19/05/2014,17:25:50,1,3,258577,588948,Groningen
764,Woudbloem,12/06/2014,07:13:32,1.2,3,246920,580918,Groningen
765,Kolham,12/06/2014,22:10:29,0.8,3,246219,579124,Groningen
766,Westeremden,16/06/2014,15:16:40,1.8,3,243089,596654,Groningen
767,Slochteren,29/06/2014,13:40:23,0.7,3,250848,581663,Groningen
768,Meedhuizen,02/07/2014,07:06:51,1.3,3,257047,588693,Groningen
769,Slochteren,02/07/2014,17:34:16,2.1,3,248709,581732,Groningen
770,Haren,06/07/2014,03:07:06,0.9,3,237275,578295,Groningen
771,Zevenhuizen,07/07/2014,19:56:54,1.2,3,241843,584497,Groningen
772,Woltersum,07/07/2014,23:13:44,1,3,246054,587804,Groningen
773,Lageland,08/07/2014,11:37:16,1.2,3,243103,584966,Groningen
774,Slochteren,15/07/2014,16:24:51,0.7,3,251178,581892,Groningen
775,Siddeburen,22/07/2014,17:45:07,0.9,3,253438,585723,Groningen
776,Oosterwijtwerd,09/08/2014,15:54:59,1.3,3,251471,593921,Groningen
777,Oosterwijtwerd,09/08/2014,15:55:32,2,3,251466,594143,Groningen
778,Garsthuizen,19/08/2014,19:25:24,1.2,3,244032,599677,Groningen
779,Garsthuizen,21/08/2014,11:03:55,1.2,3,244171,599345,Groningen
780,Slochteren,25/08/2014,10:27:14,0.8,3,248140,583502,Groningen
781,Garmerwolde,01/09/2014,01:40:14,0.5,3,237645,583978,Groningen
782,Froombosch,01/09/2014,07:17:42,2.6,3,248552,579503,Groningen
783,Froombosch,01/09/2014,07:53:58,1.6,3,250282,579871,Groningen
784,Lageland,23/09/2014,16:32:54,1.4,3,243979,584537,Groningen
785,Lageland,23/09/2014,17:34:48,1,3,244509,584769,Groningen
786,Huizinge,24/09/2014,23:49:36,1,3,241953,596856,Groningen
787,Meedhuizen,25/09/2014,20:49:09,1.5,3,258379,588832,Groningen
788,Garmerwolde,30/09/2014,11:42:03,2.8,3,239605,586461,Groningen
789,Zeerijp,21/10/2014,06:49:15,1.5,3,245534,597701,Groningen
790,Zandeweer,05/11/2014,01:12:34,2.9,3,240908,599397,Groningen
791,Hellum,16/11/2014,00:41:51,0.9,3,253553,583387,Groningen
792,Woudbloem,16/11/2014,19:54:16,0.6,3,246809,583254,Groningen
793,Huizinge,22/11/2014,04:09:03,1.3,3,242278,597307,Groningen
794,Oosterwijtwerd,29/11/2014,20:23:31,1,3,251786,594818,Groningen
795,Huizinge,30/11/2014,01:03:48,1.4,3,240537,597832,Groningen
796,Noordbroek,03/12/2014,04:12:36,0.9,3,251568,579117,Groningen
797,Zevenhuizen,05/12/2014,02:46:11,1.1,3,240781,584144,Groningen
798,Zeerijp,28/12/2014,15:13:06,1.3,3,245950,596818,Groningen
799,Woudbloem,30/12/2014,02:37:36,2.8,3,244580,580986,Groningen
800,Luddeweer,30/12/2014,06:46:42,0.8,3,246184,584467,Groningen
801,Wirdum,06/01/2015,06:55:28,2.7,3,247004,593944,Groningen
802,Farmsum,06/01/2015,18:26:44,1,3,258269,593951,Groningen
803,Sappemeer,11/01/2015,23:05:24,1.5,3,249270,576956,Groningen
804,Steendam,14/01/2015,11:54:56,1.1,3,252486,586594,Groningen
805,Lageland,18/01/2015,10:54:10,1.5,3,243994,583758,Groningen
806,Schildwolde,22/01/2015,03:44:16,0.6,3,250777,585224,Groningen
807,Sappemeer,23/01/2015,11:45:37,1.2,3,249261,577402,Groningen
808,Wirdum,26/01/2015,18:07:23,1.1,3,249147,593429,Groningen
809,Sappemeer,27/01/2015,15:11:42,0.5,3,248987,577730,Groningen
810,Sappemeer,31/01/2015,05:29:29,0.8,3,248933,577061,Groningen
811,Waddenzee,31/01/2015,16:21:48,1.6,3,258484,599411,Groningen
812,Woltersum,02/02/2015,23:15:33,0.9,3,245456,587681,Groningen
813,Oosterwijtwerd,04/02/2015,22:34:47,1.1,3,251259,594473,Groningen
814,Westeremden,10/02/2015,07:42:52,0.9,3,244287,596676,Groningen
815,Godlinze,11/02/2015,02:02:00,0.4,3,249560,599560,Groningen
816,Kropswolde,12/02/2015,16:05:53,1.9,3,246320,573783,Groningen
817,Steendam,13/02/2015,04:09:00,0.8,3,251231,589240,Groningen
818,Steendam,22/02/2015,06:08:50,0.8,3,252937,587382,Groningen
819,Sappemeer,22/02/2015,06:21:33,0.6,3,249778,578302,Groningen
820,Meedhuizen,22/02/2015,19:00:52,1.4,3,258543,590506,Groningen
821,Schildwolde,24/02/2015,17:34:09,0.8,3,250662,584331,Groningen
822,Appingedam,25/02/2015,10:02:56,2.3,3,252936,593950,Groningen
823,Overschild,01/03/2015,10:16:30,1.2,3,249917,588212,Groningen
824,Onnen,14/03/2015,19:26:59,0.7,3,240588,576238,Groningen
825,Overschild,16/03/2015,23:57:29,0.6,3,248568,588965,Groningen
826,Lageland,24/03/2015,03:23:35,1.1,3,243858,583866,Groningen
827,Appingedam,24/03/2015,13:27:56,2.3,3,252805,593836,Groningen
828,Roodeschool,25/03/2015,06:46:02,1.2,3,245110,606042,Groningen
829,Termunterzijl,06/04/2015,13:10:26,1.3,3,260877,590557,Groningen
830,Engelbert,06/04/2015,17:31:10,0.7,3,240155,581796,Groningen
831,Appingedam,15/04/2015,00:23:10,0.9,3,254841,592097,Groningen
832,Siddeburen,15/04/2015,03:33:03,0.8,3,254147,583734,Groningen
833,Slochteren,22/04/2015,00:33:55,0.8,3,249562,582528,Groningen
834,Meedhuizen,03/05/2015,16:50:08,1.1,3,257378,588811,Groningen
835,Froombosch,07/05/2015,13:17:22,1.1,3,248888,579398,Groningen
836,Zeerijp,07/05/2015,19:11:17,1,3,245291,596472,Groningen
837,Onnen,08/05/2015,19:01:21,1.1,3,239248,576326,Groningen
838,Wagenborgen,13/05/2015,01:09:51,1.2,3,255944,587222,Groningen
839,Appingedam,16/05/2015,14:14:49,1.6,3,252308,592045,Groningen
840,Schildwolde,21/05/2015,21:08:47,1.8,3,249979,585097,Groningen
841,Uithuizen Kern,27/05/2015,10:52:10,2,3,240183,602724,Groningen
842,Appingedam,02/06/2015,23:37:38,0.7,3,251426,592807,Groningen
843,Zuidbroek,04/06/2015,20:11:25,1,3,253221,576701,Groningen
844,Loppersum,06/06/2015,23:39:15,1.9,3,245771,595702,Groningen
845,Garrelsweer,07/06/2015,13:54:36,0.5,3,246282,593374,Groningen
846,Zeerijp,10/06/2015,02:26:07,1.8,3,245963,596151,Groningen
847,Westeremden,10/06/2015,09:18:07,0.4,3,243301,595990,Groningen
848,Westeremden,10/06/2015,14:21:27,0.8,3,243297,596212,Groningen
849,Zandeweer,10/06/2015,14:36:18,0.8,3,240846,599173,Groningen
850,Harkstede,26/06/2015,22:06:42,0,3,244075,582980,Groningen
851,Harkstede,29/06/2015,11:31:54,0.6,3,244874,583106,Groningen
852,Ten Boer,30/06/2015,00:53:00,0.5,3,241571,588500,Groningen
853,Harkstede,02/07/2015,15:53:59,0.5,3,244043,581087,Groningen
854,Hoogezand/Sappemeer,04/07/2015,04:18:02,0.5,3,249648,574738,Groningen
855,Zuidwolde (Gr.),04/07/2015,11:05:47,0.6,3,237064,586751,Groningen
856,Westeremden,04/07/2015,18:07:58,1.1,3,242019,596857,Groningen
857,Zuidbroek,06/07/2015,04:25:08,0.5,3,251516,578337,Groningen
858,Thesinge,07/07/2015,03:09:00,2.1,3,237996,586878,Groningen
859,Appingedam,08/07/2015,02:47:32,0.4,3,251522,591361,Groningen
860,Zuidbroek,10/07/2015,15:49:22,0.5,3,253879,577272,Groningen
861,Garrelsweer,16/07/2015,02:27:14,0.8,3,250333,590781,Groningen
862,Westeremden,16/07/2015,08:58:19,0.4,3,243438,595770,Groningen
863,Siddeburen,18/07/2015,07:37:14,0.7,3,253595,587841,Groningen
864,Froombosch,18/07/2015,23:47:29,0.5,3,246816,579358,Groningen
865,Appingedam,19/07/2015,20:06:44,0.6,3,252537,593942,Groningen
866,Thesinge,20/07/2015,22:06:08,0.4,3,239893,589027,Groningen
867,Oosterwijtwerd,21/07/2015,02:18:04,1.3,3,249319,594880,Groningen
868,Garmerwolde,21/07/2015,09:54:11,0.6,3,239703,584682,Groningen
869,Froombosch,30/07/2015,15:34:52,0.7,3,247571,578371,Groningen
870,Thesinge,02/08/2015,01:32:43,0.6,3,238367,588555,Groningen
871,Zeerijp,07/08/2015,12:27:43,0.8,3,246373,595602,Groningen
872,Harkstede,11/08/2015,10:08:33,0.9,3,244653,580653,Groningen
873,Oosterwijtwerd,12/08/2015,23:01:31,0.3,3,249925,594558,Groningen
874,Oosterwijtwerd,13/08/2015,05:47:47,0.6,3,250316,595011,Groningen
875,Zeerijp,17/08/2015,00:10:12,0.6,3,246483,596829,Groningen
876,Kolham,18/08/2015,07:06:12,2,3,246365,578459,Groningen
877,Harkstede,22/08/2015,00:12:30,1.4,3,245667,583566,Groningen
878,Usquert,22/08/2015,10:11:10,1.6,3,235811,601646,Groningen
879,Froombosch,23/08/2015,07:08:32,0.3,3,249928,577526,Groningen
880,Wirdum (Gr.),24/08/2015,20:33:30,0.5,3,248270,593969,Groningen
881,Hellum,26/08/2015,18:16:34,0.4,3,251906,582241,Groningen
882,Harkstede,27/08/2015,04:48:24,0.2,3,245400,583561,Groningen
883,Meedhuizen,28/08/2015,02:52:33,0.8,3,258669,590842,Groningen
884,Slochteren,28/08/2015,08:07:27,1.3,3,251120,581446,Groningen
885,Warffum,28/08/2015,17:22:38,1.3,3,234619,601292,Groningen
886,Kolham,05/09/2015,03:34:30,0.5,3,244594,576645,Groningen
887,Harkstede,09/09/2015,20:01:51,1.2,3,242754,582176,Groningen
888,Garsthuizen,10/09/2015,16:08:08,0.8,3,243242,599217,Groningen
889,Hellum,30/09/2015,18:05:37,3.1,3,251603,584016,Groningen
890,Appingedam,09/10/2015,00:27:19,0.3,3,251531,590916,Groningen
891,Wagenborgen,10/10/2015,02:44:06,0.2,3,257669,587704,Groningen
892,Schildwolde,10/10/2015,05:51:48,0.2,3,249281,586641,Groningen
893,Zuidbroek,11/10/2015,04:41:42,0.3,3,253016,576920,Groningen
894,Zuidwolde (Gr.),22/10/2015,21:53:40,0.5,3,234726,586823,Groningen
895,Noordbroek,24/10/2015,02:35:33,0.7,3,254778,582299,Groningen
896,Loppersum,27/10/2015,15:46:28,1.2,3,245818,593254,Groningen
897,Wagenborgen,29/10/2015,06:05:10,0.8,3,259772,589197,Groningen
898,Meedhuizen,29/10/2015,08:08:46,1.1,3,260294,589765,Groningen
899,Garrelsweer,30/10/2015,16:07:18,1.7,3,247802,590620,Groningen
900,Meedhuizen,30/10/2015,18:49:01,2.3,3,257224,589810,Groningen
901,Meedhuizen,30/10/2015,22:26:39,0.9,3,257545,590373,Groningen
902,Wagenborgen,09/11/2015,13:17:37,0.7,3,259445,585850,Groningen
903,Slochteren,10/11/2015,16:32:23,0.6,3,248069,583723,Groningen
904,Harkstede,12/11/2015,12:30:09,0.6,3,243045,580846,Groningen
905,Zeerijp,15/11/2015,23:01:42,0.9,3,245270,597585,Groningen
906,Hellum,02/12/2015,06:40:02,1.6,3,251932,584245,Groningen
907,Garmerwolde,03/12/2015,04:40:48,0.5,3,238686,585555,Groningen
908,Huizinge,08/12/2015,03:54:22,0.8,3,240451,595159,Groningen
909,Kantens,13/12/2015,15:18:13,0.4,3,239252,598922,Groningen
910,Delfzijl,15/12/2015,00:01:50,1.6,3,254903,595550,Groningen
911,Noordwolde (Gr.),15/12/2015,07:43:55,1.7,3,236963,588753,Groningen
912,Ten Post,25/12/2015,04:19:36,1.3,3,244824,592901,Groningen
913,Sint-Annen,02/01/2016,00:04:28,0.5,3,241189,591165,Groningen
914,Zuidbroek,07/01/2016,05:25:55,1.6,3,250819,576430,Groningen
915,Froombosch,11/01/2016,05:31:35,0.6,3,250309,578535,Groningen
916,Siddeburen,13/01/2016,06:41:42,1.3,3,252973,585602,Groningen
917,Siddeburen,17/01/2016,11:57:33,1.5,3,251950,586694,Groningen
918,'t Zandt,19/01/2016,13:19:07,0.6,3,247056,598175,Groningen
919,Woltersum,20/01/2016,03:57:08,0.6,3,243575,584752,Groningen
920,Harkstede,26/01/2016,22:22:33,1.5,3,244058,580308,Groningen
921,Garmerwolde,05/02/2016,21:11:38,0.4,3,240398,583136,Groningen
922,Nieuwolda,17/02/2016,00:20:52,0.9,3,259524,585295,Groningen
923,Ten Post,18/02/2016,08:14:44,0.4,3,245033,592460,Groningen
924,Ten Post,18/02/2016,08:19:44,0.7,3,245035,592348,Groningen
925,Loppersum,19/02/2016,03:04:21,0.1,3,245553,593137,Groningen
926,Zuidwolde (Gr.),19/02/2016,21:48:37,1.3,3,237065,586640,Groningen
927,Kantens,20/02/2016,03:44:58,0.7,3,237551,597223,Groningen
928,Zeerijp,21/02/2016,05:09:14,0.2,3,245001,597691,Groningen
929,Froombosch,25/02/2016,22:26:30,2.4,3,248304,578496,Groningen
930,Froombosch,29/02/2016,01:19:57,0.3,3,247976,578156,Groningen
931,Stedum,01/03/2016,07:29:47,0.3,3,243398,594322,Groningen
932,Froombosch,03/03/2016,19:54:29,0.2,3,247556,579150,Groningen
933,Zandeweer,04/03/2016,13:00:29,0.9,3,241378,599183,Groningen
934,Siddeburen,07/03/2016,10:16:53,1.2,3,250993,587788,Groningen
935,Slochteren,09/03/2016,22:51:07,0.4,3,251986,581574,Groningen
936,Noordbroek,11/03/2016,11:33:23,0.9,3,251550,580007,Groningen
937,Schildwolde,16/03/2016,14:58:02,0.5,3,248734,587299,Groningen
938,Siddeburen,20/03/2016,22:02:13,0.5,3,252759,586266,Groningen
939,Meedhuizen,24/03/2016,08:00:35,0.6,3,254478,590308,Groningen
940,Zuidbroek,25/03/2016,01:26:59,1.8,3,256187,575650,Groningen
941,Garmerwolde,25/03/2016,09:46:39,0.7,3,238965,584892,Groningen
942,Thesinge,31/03/2016,13:33:42,0.7,3,237517,587538,Groningen
943,Garmerwolde,02/04/2016,00:47:53,1.1,3,239756,585462,Groningen
944,Sint-Annen,04/04/2016,18:12:49,0.5,3,239560,592805,Groningen
945,Engelbert,09/04/2016,08:31:24,0.5,3,240389,579908,Groningen
946,Garrelsweer,09/04/2016,17:45:57,0.3,3,247533,590726,Groningen
947,Wagenborgen,13/04/2016,11:00:45,0.7,3,259789,588418,Groningen
948,Appingedam,25/04/2016,06:58:58,0.4,3,252611,590270,Groningen
949,Schildwolde,25/04/2016,15:36:47,1.1,3,251009,583670,Groningen
950,Uithuizen Oost,02/05/2016,07:32:50,0.4,3,242775,602882,Groningen
951,Westeremden,09/05/2016,17:27:39,0.7,3,242038,595855,Groningen
952,Sauwerd,11/05/2016,07:11:33,0.4,3,233465,590476,Groningen
953,Nieuwolda-Oost,15/05/2016,11:57:15,1,3,261867,588018,Groningen
954,Meedhuizen,17/05/2016,20:38:41,1.1,3,256943,590471,Groningen
955,Meedhuizen,17/05/2016,22:24:37,0.4,3,256223,589788,Groningen
956,Garmerwolde,30/05/2016,02:08:20,1.2,3,238311,584101,Groningen
957,Appingedam,30/05/2016,14:27:54,1.1,3,251553,589803,Groningen
958,Zeerijp,01/06/2016,08:02:54,1.2,3,245727,598039,Groningen
959,Wagenborgen,03/06/2016,18:43:13,1.5,3,257576,585809,Groningen
960,Harkstede,16/06/2016,00:56:16,0.3,3,241667,583159,Groningen
961,Hellum,16/06/2016,03:27:08,0.5,3,251607,583793,Groningen
962,Siddeburen,17/06/2016,20:17:43,0.2,3,253505,585724,Groningen
963,Froombosch,18/06/2016,23:58:25,1.2,3,247169,578363,Groningen
964,Leerrmens,18/06/2016,11:10:46,0.1,3,249024,596321,Groningen
965,Oosterwijtwerd,22/06/2016,13:10:10,0.7,3,249825,596226,Groningen
966,Nieuwolda-Oost,29/06/2016,00:47:12,0.4,3,261069,587889,Groningen
967,Huizinge,06/07/2016,21:54:00,0.3,3,239783,595258,Groningen
968,Hoogezand/Sappemeer,09/07/2016,10:47:53,1.1,3,248679,572938,Groningen
969,Noordbroek,17/07/2016,12:01:18,0.5,3,255262,578302,Groningen
970,Garsthuizen,18/07/2016,08:58:11,1.7,3,242963,599880,Groningen
971,Siddeburen,22/07/2016,10:55:15,0.3,3,252901,589163,Groningen
972,Noordbroek,23/07/2016,17:59:45,0.1,3,255911,582434,Groningen
973,Meedhuizen,26/07/2016,14:02:10,0.9,3,256376,588901,Groningen
974,Hellum,28/07/2016,15:57:28,0.8,3,250900,585783,Groningen
975,Meedhuizen,28/07/2016,05:32:13,0.2,3,253232,589281,Groningen
976,Kantens,07/08/2016,20:40:22,1.3,3,238645,599357,Groningen
977,Zuidbroek,08/08/2016,00:03:39,0.4,3,255624,576974,Groningen
978,Sint-Annen,10/08/2016,18:16:25,0.5,3,240432,592487,Groningen
979,Harkstede,14/08/2016,04:07:50,0.2,3,241216,582260,Groningen
980,Nieuwolda-Oost,14/08/2016,01:50:44,0.7,3,263954,584280,Groningen
981,Oostwold (Gr.),23/08/2016,03:53:30,1,3,265117,583082,Groningen
982,Oostwold (Gr.),23/08/2016,02:11:16,0.6,3,264513,583179,Groningen
983,Meedhuizen,24/08/2016,13:09:08,0.8,3,256043,592011,Groningen
984,Garsthuizen,24/08/2016,18:44:23,0.6,3,243974,599230,Groningen
985,Delfzijl,24/08/2016,23:44:03,1.1,3,259058,597531,Groningen
986,Usquert,28/08/2016,03:27:53,1.3,3,238061,602352,Groningen
987,Harkstede,01/09/2016,00:07:52,0.4,3,243651,580634,Groningen
988,Hellum,02/09/2016,13:16:00,2.1,3,252307,582249,Groningen
989,Oosterwijtwerd,09/09/2016,12:21:23,0.8,3,249841,595447,Groningen
990,Woltersum,11/09/2016,23:22:55,0.2,3,245502,588795,Groningen
991,Wagenborgen,21/09/2016,14:21:32,1.2,3,258966,586396,Groningen
992,Garmerwolde,27/09/2016,23:22:14,0.9,3,237029,584858,Groningen
993,Wirdum (Gr.),02/10/2016,01:47:17,0.3,3,247729,594403,Groningen
994,Garrelsweer,04/10/2016,14:46:19,0.5,3,248137,590515,Groningen
995,Schildwolde,06/10/2016,02:56:46,0.4,3,250190,584544,Groningen
996,Bierum,07/10/2016,00:16:17,0.9,3,259671,602999,Groningen
997,Ten Post,12/10/2016,07:12:46,0.5,3,244179,591776,Groningen
998,Appingedam,24/10/2016,09:43:47,0.6,3,253347,590174,Groningen
999,Appingedam,29/10/2016,14:36:14,0.6,3,252862,591054,Groningen
1000,Wirdum (Gr.),01/11/2016,00:57:46,2.2,3,249776,591994,Groningen
1001,Wirdum (Gr.),01/11/2016,00:12:28,1.9,3,249653,591435,Groningen
1002,Wagenborgen,05/11/2016,16:58:15,0.8,3,258603,587724,Groningen
1003,Wirdum (Gr.),08/11/2016,11:25:33,0.9,3,248726,594534,Groningen
1004,Wirdum (Gr.),08/11/2016,11:23:17,1.4,3,248788,594758,Groningen
1005,Siddeburen,10/11/2016,06:35:42,0.7,3,254262,584627,Groningen
1006,Oosterwijtwerd,20/11/2016,18:57:56,1.6,3,251641,595371,Groningen
1007,Garrelsweer,20/11/2016,17:58:40,1.2,3,249322,591318,Groningen
1008,Ten Post,20/11/2016,15:20:07,1,3,245458,591132,Groningen
1009,Woldendorp,22/11/2016,12:46:03,0.6,3,263320,588719,Groningen
1010,Bedum,22/11/2016,17:39:12,0.7,3,234325,590935,Groningen
1011,Garmerwolde,25/11/2016,02:11:16,0.3,3,238894,585113,Groningen
1012,Wagenborgen,26/11/2016,17:03:34,1,3,256547,587123,Groningen
1013,Leerrmens,26/11/2016,13:18:35,0.6,3,249428,596106,Groningen
1014,Holwierde,27/11/2016,19:12:32,0.9,3,252331,597500,Groningen
1015,Appingedam,02/12/2016,08:58:21,0.8,0.8,253750,593299,Groningen
1016,Appingedam,05/12/2016,22:11:06,0.1,0.1,251634,595705,Groningen
1017,Wagenborgen,05/12/2016,12:15:43,0.4,0.4,256823,586684,Groningen
1018,Loppersum,07/12/2016,01:52:49,1.8,1.8,247385,594953,Groningen
1019,Nieuwolda,11/12/2016,00:25:42,0.2,0.2,258344,584267,Groningen
1020,Woldendorp,12/12/2016,11:28:07,0.6,0.6,261076,587555,Groningen
1021,Leermens,15/12/2016,04:44:48,0.6,0.6,249561,596109,Groningen
1022,Eems-Dollard (nabij Holwierde),15/12/2016,10:45:30,1.6,1.6,257802,600175,Groningen
1023,Nieuwolda,16/12/2016,19:55:23,0.6,0.6,261568,586453,Groningen
1024,Groningen,17/12/2016,11:56:47,0.6,0.6,239497,581228,Groningen
1025,Harkstede,20/12/2016,16:15:39,1.1,1.1,242428,581725,Groningen
1026,Holwierde,22/12/2016,23:41:01,0.5,0.5,253552,596412,Groningen
1027,Wirdum,30/12/2016,03:05:53,1,1,249320,591429,Groningen
